scenario,seed,metric,baseline,ml,delta_pct,output_dir
light,123,latency_violation_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed123_20260508_093101
light,123,avg_state_sla_violation_share,0.0091666666666666,0.0066666666666666,-27.27272727272728,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed123_20260508_093101
light,123,bandwidth_jain_fairness,0.4055162889619561,0.4000576418219984,-1.3460981194937274,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed123_20260508_093101
light,123,bandwidth_jain_fairness_min,0.3333333333333333,0.3333333333333333,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed123_20260508_093101
light,256,connected_clients_ratio,0.8116038333333333,0.8104368333333334,-0.143789365213683,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed256_20260508_102710
light,256,coverage_ratio,0.9988698333333336,0.9991036666666666,0.0234097902979839,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed256_20260508_102710
light,256,block_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed256_20260508_102710
light,256,handover_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed256_20260508_102710
light,256,avg_slice_load_ratio,0.7037090002921309,0.7558253311455001,7.40594916815532,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed256_20260508_102710
light,256,total_bandwidth_usage,330743230.1373015,355237905.63838506,7.40594916815533,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed256_20260508_102710
light,256,avg_latency_ms,0.7434987088221138,0.7424858467030897,-0.1362291698702068,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed256_20260508_102710
light,256,p95_latency_ms,3.3055289621352566,3.94487610589634,19.341749870740426,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed256_20260508_102710
light,256,latency_violation_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed256_20260508_102710
light,256,avg_state_sla_violation_share,0.0076666666666666,0.008,4.34782608695653,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed256_20260508_102710
light,256,bandwidth_jain_fairness,0.409207230302571,0.4033675954291587,-1.427060530942818,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed256_20260508_102710
light,256,bandwidth_jain_fairness_min,0.3333333333333333,0.3333333333333333,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed256_20260508_102710
light,42,connected_clients_ratio,0.821229,0.8202508333333333,-0.1191100979954098,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed42_20260508_012305
light,42,coverage_ratio,0.9994098333333332,0.9993736666666666,-0.0036188023631895,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed42_20260508_012305
light,42,block_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed42_20260508_012305
light,42,handover_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed42_20260508_012305
light,42,avg_slice_load_ratio,0.6981988153177143,0.750268567708577,7.457725686224258,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed42_20260508_012305
light,42,total_bandwidth_usage,328153443.19932574,352626226.8230312,7.457725686224258,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed42_20260508_012305
light,42,avg_latency_ms,0.7960804545368858,0.7956872483172096,-0.0493927739885217,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed42_20260508_012305
light,42,p95_latency_ms,4.074985622650598,4.636945812396608,13.790482759555845,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed42_20260508_012305
light,42,latency_violation_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed42_20260508_012305
light,42,avg_state_sla_violation_share,0.0166666666666666,0.0143333333333333,-13.99999999999999,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed42_20260508_012305
light,42,bandwidth_jain_fairness,0.4031598702730855,0.3977710601791797,-1.3366434735321284,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed42_20260508_012305
light,42,bandwidth_jain_fairness_min,0.3333333333333333,0.3333333333333333,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed42_20260508_012305
light,7,connected_clients_ratio,0.8108673333333334,0.8104473333333333,-0.0517963892161669,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed7_20260508_005344
light,7,coverage_ratio,0.999698,0.999596,-0.0102030813305553,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed7_20260508_005344
light,7,block_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed7_20260508_005344
light,7,handover_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed7_20260508_005344
light,7,avg_slice_load_ratio,0.7018553573997633,0.7524848969478257,7.21367145157015,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed7_20260508_005344
light,7,total_bandwidth_usage,329872017.9778887,353667901.56547815,7.21367145157019,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed7_20260508_005344
light,7,avg_latency_ms,0.749874727148433,0.7489243270909738,-0.1267411772994772,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed7_20260508_005344
light,7,p95_latency_ms,3.228229988541345,3.7768627170195015,16.994846415080023,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed7_20260508_005344
light,7,latency_violation_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed7_20260508_005344
light,7,avg_state_sla_violation_share,0.0069999999999999,0.0059999999999999,-14.285714285714288,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed7_20260508_005344
light,7,bandwidth_jain_fairness,0.4072396765595176,0.401866522263218,-1.3194083498183806,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed7_20260508_005344
light,7,bandwidth_jain_fairness_min,0.3333333333333333,0.3333333333333333,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed7_20260508_005344
light,999,connected_clients_ratio,0.8093678333333334,0.8084841666666667,-0.1091798599194878,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed999_20260508_180957
light,999,coverage_ratio,0.999033,0.9991825,0.0149644706431032,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed999_20260508_180957
light,999,block_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed999_20260508_180957
light,999,handover_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed999_20260508_180957
light,999,avg_slice_load_ratio,0.702101970636286,0.7517665777847625,7.073702855935236,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed999_20260508_180957
light,999,total_bandwidth_usage,329987926.1990544,353330291.5588384,7.073702855935229,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed999_20260508_180957
light,999,avg_latency_ms,0.7458687512518767,0.7477978854689468,0.2586425847486165,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed999_20260508_180957
light,999,p95_latency_ms,3.102838709071538,3.7495160617695857,20.84147496314924,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed999_20260508_180957
light,999,latency_violation_ratio,0.0,0.0,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed999_20260508_180957
light,999,avg_state_sla_violation_share,0.0048333333333333,0.0053333333333333,10.344827586206923,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed999_20260508_180957
light,999,bandwidth_jain_fairness,0.4075314772908874,0.4018633048957653,-1.3908551145059909,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed999_20260508_180957
light,999,bandwidth_jain_fairness_min,0.3333333333333333,0.3333333333333333,0.0,C:\Users\LENOVO\Downloads\5G-Network-Slicing-main\5G-Network-Slicing-with-GBDT-ML-Policy\FINAL_OUTPUT_#1\FINAL_OUTPUT_light_seed999_20260508_180957
